Organization : org2
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh>, <energy production in MWh>
202201270815, 123, 115
202201270830, 110, 106
202201270845, 134, 100
202201270900, 106, 124
202201270915, 133, 100
202201270930, 123, 105
202201270945, 111, 104
202201271000, 123, 103
202201271015, 109, 124
202201271030, 114, 96
202201271045, 126, 121
202201271100, 125, 120
202201271115, 126, 103
202201271130, 124, 122
202201271145, 130, 105
202201271200, 133, 123
202201271215, 116, 113
202201271230, 108, 114
202201271245, 124, 119
202201271300, 121, 102
202201271315, 130, 115
202201271330, 111, 111
202201271345, 118, 97
202201271400, 121, 124
202201271415, 121, 113
202201271430, 110, 105
202201271445, 114, 109
202201271500, 128, 117
202201271515, 127, 110
202201271530, 109, 115
202201271545, 118, 104
202201271600, 114, 109
202201271615, 114, 115
202201271630, 125, 99
202201271645, 122, 118
202201271700, 131, 101
202201271715, 105, 106
202201271730, 128, 120
202201271745, 123, 114
202201271800, 114, 106
202201271815, 129, 113
202201271830, 114, 110
202201271845, 129, 104
202201271900, 125, 113
202201271915, 113, 99
202201271930, 117, 121
202201271945, 133, 106
202201272000, 122, 99
202201272015, 131, 102
202201272030, 111, 106
202201272045, 110, 106
202201272100, 120, 103
202201272115, 107, 99
202201272130, 121, 103
202201272145, 115, 112
202201272200, 133, 106
202201272215, 133, 116
202201272230, 106, 107
202201272245, 118, 122
202201272300, 128, 99
202201272315, 114, 107
202201272330, 133, 111
202201272345, 122, 120
202201280000, 134, 98
202201280015, 133, 99
202201280030, 119, 104
202201280045, 125, 106
202201280100, 113, 106
202201280115, 112, 120
202201280130, 116, 96
202201280145, 129, 96
202201280200, 111, 107
202201280215, 111, 100
202201280230, 131, 111
202201280245, 119, 97
202201280300, 133, 122
202201280315, 110, 117
202201280330, 122, 123
202201280345, 107, 104
202201280400, 127, 108
202201280415, 111, 116
202201280430, 117, 96
202201280445, 108, 104
202201280500, 128, 120
202201280515, 115, 117
202201280530, 129, 106
202201280545, 134, 112
202201280600, 118, 101
202201280615, 118, 114
202201280630, 123, 103
202201280645, 111, 99
202201280700, 125, 96
202201280715, 107, 111
202201280730, 129, 106
202201280745, 113, 102
202201280800, 130, 108
202201280815, 115, 122
202201280830, 110, 97
202201280845, 109, 122
202201280900, 123, 123
202201280915, 111, 106
202201280930, 116, 119
202201280945, 109, 118
202201281000, 121, 96
202201281015, 106, 106
202201281030, 131, 119
202201281045, 109, 107
202201281100, 134, 97
202201281115, 123, 107
202201281130, 109, 107
202201281145, 106, 102
202201281200, 134, 96
202201281215, 124, 121
202201281230, 110, 119
202201281245, 131, 108
202201281300, 106, 107
202201281315, 107, 105
202201281330, 113, 111
202201281345, 126, 120
202201281400, 131, 110
202201281415, 129, 113
202201281430, 132, 100
202201281445, 118, 99
202201281500, 121, 97
202201281515, 121, 109
202201281530, 120, 110
202201281545, 114, 113
202201281600, 116, 124
202201281615, 106, 118
202201281630, 110, 108
202201281645, 115, 123
202201281700, 112, 109
202201281715, 134, 95
202201281730, 107, 121
202201281745, 122, 109
202201281800, 133, 124
202201281815, 111, 111
202201281830, 105, 99
202201281845, 122, 118
202201281900, 134, 111
202201281915, 130, 116
202201281930, 108, 108
202201281945, 113, 118
202201282000, 132, 98
202201282015, 121, 104
202201282030, 106, 114
202201282045, 130, 106
202201282100, 134, 102
202201282115, 114, 124
202201282130, 107, 123
202201282145, 128, 107
202201282200, 107, 105
202201282215, 109, 115
202201282230, 120, 110
202201282245, 110, 120
202201282300, 106, 99
202201282315, 131, 100
202201282330, 130, 106
202201282345, 112, 121
202201290000, 126, 103
202201290015, 118, 105
202201290030, 134, 112
202201290045, 127, 113
202201290100, 122, 118
202201290115, 118, 95
202201290130, 124, 111
202201290145, 112, 106
202201290200, 134, 104
202201290215, 130, 108
202201290230, 116, 98
202201290245, 113, 103
202201290300, 129, 106
202201290315, 126, 96
202201290330, 116, 95
202201290345, 113, 118
202201290400, 124, 121
202201290415, 112, 111
202201290430, 114, 116
202201290445, 128, 96
202201290500, 107, 98
202201290515, 117, 99
202201290530, 132, 95
202201290545, 134, 114
202201290600, 125, 115
202201290615, 131, 113
202201290630, 133, 122
202201290645, 129, 113
202201290700, 122, 113
202201290715, 134, 122
202201290730, 127, 106
202201290745, 108, 105
202201290800, 121, 107
202201290815, 116, 110
202201290830, 130, 108
202201290845, 114, 98
202201290900, 127, 98
202201290915, 122, 108
202201290930, 113, 106
202201290945, 112, 104
202201291000, 116, 122
202201291015, 105, 122
202201291030, 114, 104
202201291045, 111, 96
202201291100, 113, 103
202201291115, 124, 96
202201291130, 115, 120
202201291145, 110, 105
202201291200, 117, 114
202201291215, 122, 109
202201291230, 120, 115
202201291245, 115, 100
202201291300, 127, 102
202201291315, 113, 117
202201291330, 116, 108
202201291345, 134, 113
202201291400, 114, 121
202201291415, 115, 101
202201291430, 105, 121
202201291445, 123, 117
202201291500, 105, 101
202201291515, 108, 95
202201291530, 116, 118
202201291545, 106, 98
202201291600, 111, 109
202201291615, 119, 95
202201291630, 112, 119
202201291645, 132, 99
202201291700, 116, 103
202201291715, 116, 102
202201291730, 109, 110
202201291745, 109, 122
202201291800, 107, 95
202201291815, 114, 102
202201291830, 125, 107
202201291845, 107, 121
202201291900, 129, 121
202201291915, 119, 122
202201291930, 134, 115
202201291945, 112, 123
202201292000, 109, 113
202201292015, 108, 108
202201292030, 107, 109
202201292045, 128, 115
202201292100, 116, 104
202201292115, 125, 100
202201292130, 112, 119
202201292145, 108, 96
202201292200, 117, 117
202201292215, 107, 109
202201292230, 106, 103
202201292245, 120, 110
202201292300, 120, 115
202201292315, 107, 112
202201292330, 112, 120
202201292345, 125, 98
202201300000, 128, 108
202201300015, 128, 97
202201300030, 122, 96
202201300045, 115, 102
202201300100, 123, 107
202201300115, 124, 101
202201300130, 105, 106
202201300145, 122, 124
202201300200, 112, 97
202201300215, 133, 97
202201300230, 117, 95
202201300245, 124, 110
202201300300, 113, 104
202201300315, 109, 124
202201300330, 126, 119
202201300345, 127, 115
202201300400, 123, 115
202201300415, 110, 117
202201300430, 121, 106
202201300445, 131, 116
202201300500, 107, 119
202201300515, 106, 100
202201300530, 122, 123
202201300545, 129, 114
202201300600, 129, 104
202201300615, 128, 98
202201300630, 110, 119
202201300645, 121, 115
202201300700, 115, 119
202201300715, 108, 123
202201300730, 125, 107
202201300745, 111, 106
202201300800, 133, 117
202201300815, 106, 118
202201300830, 113, 111
202201300845, 129, 120
202201300900, 124, 95
202201300915, 113, 106
202201300930, 109, 111
202201300945, 113, 104
202201301000, 129, 99
202201301015, 122, 116
202201301030, 105, 122
202201301045, 119, 112
202201301100, 125, 103
202201301115, 111, 99
202201301130, 115, 98
202201301145, 106, 109
202201301200, 129, 106
202201301215, 109, 111
202201301230, 130, 103
202201301245, 126, 96
202201301300, 130, 100
202201301315, 131, 117
202201301330, 105, 120
202201301345, 122, 105
202201301400, 119, 97
202201301415, 126, 105
202201301430, 133, 107
202201301445, 115, 97
202201301500, 123, 104
202201301515, 129, 111
202201301530, 115, 117
202201301545, 114, 111
202201301600, 106, 112
202201301615, 121, 112
202201301630, 107, 106
202201301645, 124, 103
202201301700, 128, 98
202201301715, 127, 105
202201301730, 109, 107
202201301745, 107, 118
202201301800, 125, 105
202201301815, 118, 122
202201301830, 130, 95
202201301845, 129, 106
202201301900, 106, 109
202201301915, 114, 113
202201301930, 116, 113
202201301945, 120, 113
202201302000, 105, 107
202201302015, 108, 118
202201302030, 131, 123
202201302045, 120, 124
202201302100, 127, 106
202201302115, 109, 119
202201302130, 125, 103
202201302145, 121, 123
202201302200, 106, 101
202201302215, 134, 118
202201302230, 127, 105
202201302245, 134, 118
202201302300, 132, 97
202201302315, 114, 100
202201302330, 131, 95
202201302345, 109, 117
202201310000, 113, 108
202201310015, 128, 114
202201310030, 134, 112
202201310045, 132, 120
202201310100, 112, 104
202201310115, 133, 103
202201310130, 122, 110
202201310145, 126, 103
202201310200, 108, 123
202201310215, 121, 119
202201310230, 126, 117
202201310245, 115, 123
202201310300, 132, 118
202201310315, 121, 100
202201310330, 134, 104
202201310345, 107, 105
202201310400, 119, 97
202201310415, 127, 97
202201310430, 130, 98
202201310445, 133, 122
202201310500, 133, 114
202201310515, 110, 104
202201310530, 108, 95
202201310545, 126, 98
202201310600, 110, 106
202201310615, 114, 119
202201310630, 113, 112
202201310645, 130, 116
202201310700, 123, 104
202201310715, 129, 122
202201310730, 130, 124
202201310745, 126, 107
202201310800, 113, 124
202201310815, 110, 112
202201310830, 133, 114
202201310845, 109, 103
202201310900, 115, 112
202201310915, 109, 96
202201310930, 117, 115
202201310945, 121, 96
202201311000, 115, 113
202201311015, 106, 120
202201311030, 116, 96
202201311045, 116, 98
202201311100, 109, 114
202201311115, 124, 106
202201311130, 134, 119
202201311145, 128, 95
202201311200, 132, 110
202201311215, 123, 122
202201311230, 121, 104
202201311245, 118, 121
202201311300, 130, 113
202201311315, 123, 100
202201311330, 122, 120
202201311345, 119, 111
202201311400, 114, 114
202201311415, 118, 114
202201311430, 111, 114
202201311445, 111, 108
202201311500, 130, 109
202201311515, 111, 121
202201311530, 123, 116
202201311545, 109, 97
202201311600, 116, 109
202201311615, 113, 116
202201311630, 107, 118
202201311645, 117, 112
202201311700, 117, 101
202201311715, 126, 100
202201311730, 112, 105
202201311745, 114, 121
202201311800, 128, 95
202201311815, 124, 101
202201311830, 124, 115
202201311845, 121, 111
202201311900, 128, 99
202201311915, 129, 104
202201311930, 120, 102
202201311945, 109, 109
202201312000, 134, 115
202201312015, 123, 120
202201312030, 122, 97
202201312045, 133, 106
202201312100, 105, 116
202201312115, 119, 98
202201312130, 121, 105
202201312145, 128, 99
202201312200, 110, 103
202201312215, 130, 113
202201312230, 114, 119
202201312245, 122, 106
202201312300, 111, 119
202201312315, 127, 122
202201312330, 124, 111
202201312345, 133, 113
