Organization : org3
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh>, <energy production in MWh>
202201270815, 172, 150
202201270830, 174, 138
202201270845, 170, 151
202201270900, 175, 136
202201270915, 171, 145
202201270930, 186, 149
202201270945, 186, 149
202201271000, 180, 154
202201271015, 188, 144
202201271030, 170, 148
202201271045, 166, 152
202201271100, 169, 133
202201271115, 168, 151
202201271130, 183, 143
202201271145, 176, 145
202201271200, 174, 152
202201271215, 193, 152
202201271230, 180, 146
202201271245, 183, 128
202201271300, 175, 130
202201271315, 165, 125
202201271330, 188, 154
202201271345, 172, 128
202201271400, 189, 142
202201271415, 193, 126
202201271430, 175, 154
202201271445, 187, 132
202201271500, 170, 147
202201271515, 180, 140
202201271530, 184, 143
202201271545, 193, 140
202201271600, 172, 136
202201271615, 175, 136
202201271630, 194, 143
202201271645, 174, 132
202201271700, 176, 145
202201271715, 176, 129
202201271730, 190, 137
202201271745, 188, 136
202201271800, 166, 129
202201271815, 183, 153
202201271830, 178, 125
202201271845, 194, 136
202201271900, 169, 136
202201271915, 180, 150
202201271930, 169, 130
202201271945, 173, 128
202201272000, 180, 151
202201272015, 168, 139
202201272030, 192, 127
202201272045, 167, 126
202201272100, 177, 149
202201272115, 179, 145
202201272130, 167, 125
202201272145, 181, 152
202201272200, 182, 136
202201272215, 188, 136
202201272230, 180, 126
202201272245, 176, 143
202201272300, 190, 150
202201272315, 181, 134
202201272330, 171, 126
202201272345, 185, 128
202201280000, 168, 132
202201280015, 172, 128
202201280030, 184, 141
202201280045, 187, 148
202201280100, 185, 142
202201280115, 166, 133
202201280130, 189, 154
202201280145, 179, 133
202201280200, 173, 139
202201280215, 177, 147
202201280230, 176, 142
202201280245, 183, 142
202201280300, 191, 154
202201280315, 168, 149
202201280330, 185, 142
202201280345, 175, 146
202201280400, 188, 132
202201280415, 193, 146
202201280430, 186, 139
202201280445, 178, 147
202201280500, 165, 149
202201280515, 179, 137
202201280530, 181, 149
202201280545, 182, 134
202201280600, 169, 141
202201280615, 172, 127
202201280630, 178, 142
202201280645, 176, 136
202201280700, 179, 128
202201280715, 176, 142
202201280730, 188, 149
202201280745, 191, 130
202201280800, 168, 139
202201280815, 170, 145
202201280830, 184, 141
202201280845, 184, 125
202201280900, 174, 128
202201280915, 170, 132
202201280930, 180, 125
202201280945, 176, 142
202201281000, 181, 126
202201281015, 187, 153
202201281030, 172, 126
202201281045, 174, 149
202201281100, 171, 154
202201281115, 182, 141
202201281130, 188, 153
202201281145, 165, 138
202201281200, 185, 153
202201281215, 174, 126
202201281230, 193, 143
202201281245, 172, 143
202201281300, 170, 135
202201281315, 186, 150
202201281330, 190, 130
202201281345, 173, 129
202201281400, 172, 148
202201281415, 188, 137
202201281430, 182, 148
202201281445, 190, 129
202201281500, 185, 143
202201281515, 181, 144
202201281530, 171, 150
202201281545, 177, 135
202201281600, 185, 136
202201281615, 172, 133
202201281630, 166, 144
202201281645, 178, 134
202201281700, 174, 128
202201281715, 174, 132
202201281730, 180, 142
202201281745, 165, 134
202201281800, 178, 144
202201281815, 188, 144
202201281830, 188, 127
202201281845, 175, 139
202201281900, 167, 143
202201281915, 191, 151
202201281930, 175, 148
202201281945, 181, 134
202201282000, 181, 131
202201282015, 175, 131
202201282030, 172, 152
202201282045, 192, 139
202201282100, 175, 150
202201282115, 180, 127
202201282130, 194, 140
202201282145, 187, 135
202201282200, 180, 139
202201282215, 178, 137
202201282230, 188, 143
202201282245, 187, 149
202201282300, 188, 127
202201282315, 167, 134
202201282330, 190, 133
202201282345, 176, 145
202201290000, 193, 149
202201290015, 179, 138
202201290030, 169, 134
202201290045, 185, 153
202201290100, 177, 148
202201290115, 171, 129
202201290130, 188, 146
202201290145, 193, 135
202201290200, 178, 135
202201290215, 172, 143
202201290230, 187, 130
202201290245, 170, 148
202201290300, 182, 142
202201290315, 171, 138
202201290330, 192, 151
202201290345, 168, 128
202201290400, 186, 142
202201290415, 180, 134
202201290430, 191, 139
202201290445, 167, 136
202201290500, 189, 126
202201290515, 176, 152
202201290530, 173, 134
202201290545, 194, 139
202201290600, 167, 127
202201290615, 180, 150
202201290630, 194, 140
202201290645, 168, 153
202201290700, 169, 145
202201290715, 168, 147
202201290730, 170, 153
202201290745, 173, 147
202201290800, 183, 131
202201290815, 188, 138
202201290830, 177, 144
202201290845, 184, 128
202201290900, 177, 143
202201290915, 186, 132
202201290930, 187, 128
202201290945, 185, 132
202201291000, 188, 134
202201291015, 175, 132
202201291030, 170, 143
202201291045, 186, 151
202201291100, 190, 143
202201291115, 185, 140
202201291130, 174, 146
202201291145, 173, 137
202201291200, 181, 139
202201291215, 166, 142
202201291230, 188, 133
202201291245, 187, 126
202201291300, 170, 126
202201291315, 181, 144
202201291330, 180, 143
202201291345, 174, 139
202201291400, 181, 134
202201291415, 184, 142
202201291430, 188, 129
202201291445, 175, 140
202201291500, 168, 137
202201291515, 172, 135
202201291530, 167, 125
202201291545, 179, 140
202201291600, 165, 153
202201291615, 191, 135
202201291630, 185, 140
202201291645, 185, 144
202201291700, 171, 132
202201291715, 174, 151
202201291730, 186, 143
202201291745, 185, 145
202201291800, 168, 145
202201291815, 175, 141
202201291830, 181, 129
202201291845, 177, 126
202201291900, 185, 132
202201291915, 181, 150
202201291930, 181, 146
202201291945, 190, 144
202201292000, 175, 145
202201292015, 179, 149
202201292030, 185, 134
202201292045, 180, 130
202201292100, 166, 134
202201292115, 191, 130
202201292130, 190, 140
202201292145, 177, 137
202201292200, 187, 126
202201292215, 166, 128
202201292230, 190, 126
202201292245, 188, 126
202201292300, 178, 148
202201292315, 177, 140
202201292330, 175, 127
202201292345, 186, 135
202201300000, 191, 127
202201300015, 165, 145
202201300030, 183, 145
202201300045, 173, 141
202201300100, 170, 132
202201300115, 186, 145
202201300130, 182, 136
202201300145, 168, 133
202201300200, 170, 133
202201300215, 185, 132
202201300230, 173, 149
202201300245, 178, 125
202201300300, 182, 128
202201300315, 179, 145
202201300330, 174, 138
202201300345, 189, 143
202201300400, 171, 135
202201300415, 192, 143
202201300430, 189, 148
202201300445, 184, 128
202201300500, 175, 143
202201300515, 175, 149
202201300530, 176, 126
202201300545, 185, 145
202201300600, 190, 145
202201300615, 169, 148
202201300630, 188, 132
202201300645, 183, 133
202201300700, 180, 147
202201300715, 186, 128
202201300730, 174, 139
202201300745, 180, 136
202201300800, 168, 140
202201300815, 184, 148
202201300830, 168, 131
202201300845, 183, 128
202201300900, 168, 131
202201300915, 177, 139
202201300930, 186, 143
202201300945, 177, 154
202201301000, 187, 143
202201301015, 177, 131
202201301030, 194, 146
202201301045, 179, 141
202201301100, 173, 134
202201301115, 165, 130
202201301130, 172, 128
202201301145, 168, 154
202201301200, 175, 151
202201301215, 179, 139
202201301230, 186, 137
202201301245, 168, 135
202201301300, 191, 146
202201301315, 166, 150
202201301330, 192, 145
202201301345, 171, 143
202201301400, 178, 149
202201301415, 171, 141
202201301430, 175, 135
202201301445, 168, 150
202201301500, 193, 135
202201301515, 167, 140
202201301530, 192, 133
202201301545, 192, 126
202201301600, 176, 143
202201301615, 172, 145
202201301630, 189, 134
202201301645, 177, 136
202201301700, 180, 147
202201301715, 169, 130
202201301730, 188, 153
202201301745, 172, 126
202201301800, 166, 148
202201301815, 185, 151
202201301830, 168, 128
202201301845, 177, 148
202201301900, 168, 133
202201301915, 168, 127
202201301930, 188, 132
202201301945, 172, 148
202201302000, 171, 130
202201302015, 189, 150
202201302030, 172, 142
202201302045, 175, 132
202201302100, 177, 148
202201302115, 184, 152
202201302130, 174, 147
202201302145, 193, 125
202201302200, 184, 131
202201302215, 178, 153
202201302230, 178, 137
202201302245, 186, 146
202201302300, 190, 144
202201302315, 185, 147
202201302330, 187, 127
202201302345, 167, 127
202201310000, 183, 133
202201310015, 182, 128
202201310030, 190, 147
202201310045, 168, 130
202201310100, 183, 149
202201310115, 194, 150
202201310130, 166, 139
202201310145, 191, 133
202201310200, 187, 151
202201310215, 181, 125
202201310230, 170, 129
202201310245, 182, 128
202201310300, 192, 141
202201310315, 192, 150
202201310330, 165, 143
202201310345, 169, 147
202201310400, 194, 132
202201310415, 173, 144
202201310430, 179, 154
202201310445, 186, 134
202201310500, 169, 146
202201310515, 171, 135
202201310530, 180, 148
202201310545, 177, 131
202201310600, 188, 129
202201310615, 179, 137
202201310630, 187, 128
202201310645, 186, 146
202201310700, 174, 129
202201310715, 192, 132
202201310730, 194, 129
202201310745, 175, 146
202201310800, 171, 126
202201310815, 178, 153
202201310830, 171, 147
202201310845, 169, 145
202201310900, 182, 144
202201310915, 182, 144
202201310930, 194, 147
202201310945, 185, 149
202201311000, 176, 127
202201311015, 179, 142
202201311030, 169, 127
202201311045, 190, 147
202201311100, 192, 141
202201311115, 172, 140
202201311130, 179, 133
202201311145, 172, 138
202201311200, 173, 152
202201311215, 192, 138
202201311230, 193, 133
202201311245, 173, 143
202201311300, 182, 134
202201311315, 184, 136
202201311330, 167, 144
202201311345, 194, 154
202201311400, 177, 148
202201311415, 167, 148
202201311430, 187, 138
202201311445, 182, 143
202201311500, 183, 128
202201311515, 173, 143
202201311530, 169, 132
202201311545, 187, 136
202201311600, 188, 141
202201311615, 168, 151
202201311630, 165, 126
202201311645, 165, 150
202201311700, 168, 153
202201311715, 182, 140
202201311730, 165, 154
202201311745, 176, 138
202201311800, 173, 132
202201311815, 191, 128
202201311830, 178, 132
202201311845, 175, 128
202201311900, 181, 141
202201311915, 182, 130
202201311930, 183, 125
202201311945, 167, 127
202201312000, 167, 136
202201312015, 190, 149
202201312030, 172, 143
202201312045, 193, 131
202201312100, 181, 136
202201312115, 191, 148
202201312130, 167, 134
202201312145, 174, 151
202201312200, 193, 132
202201312215, 193, 152
202201312230, 168, 142
202201312245, 192, 130
202201312300, 188, 154
202201312315, 194, 142
202201312330, 179, 138
202201312345, 165, 134
